name,subcategory,category,product_id,url,price
Tostitos Simply Organic Non-GMO Blue Corn Tortilla Chips Snacks,Snacks,Pantry,0002840058923,https://www.kroger.com/p/tostitos-simply-organic-non-gmo-blue-corn-tortilla-chips-snacks/0002840058923?fulfillment=PICKUP,3.99
SkinnyPop Sweet & Salty Kettle Popcorn,Snacks,Pantry,0085025100420,https://www.kroger.com/p/skinnypop-sweet-salty-kettle-popcorn/0085025100420?fulfillment=PICKUP,3.29
Simple Truth® Sea Salt Roasted Almonds,Snacks,Pantry,0001111002465,https://www.kroger.com/p/simple-truth-sea-salt-roasted-almonds/0001111002465?fulfillment=PICKUP,6.49
Kettle® Brand Krinkle Cut Salt & Pepper Chips,Snacks,Pantry,0008411410853,https://www.kroger.com/p/kettle-brand-krinkle-cut-salt-pepper-chips/0008411410853?fulfillment=PICKUP,3.19
Simple Truth Organic® Sweet Potato Corn Tortilla Chips,Snacks,Pantry,0001111086095,https://www.kroger.com/p/simple-truth-organic-sweet-potato-corn-tortilla-chips/0001111086095?fulfillment=PICKUP,2.99
Kettle® Brand Krinkle Cut™ Sea Salt & Fresh Ground Pepper Potato Chips,Snacks,Pantry,0008411403240,https://www.kroger.com/p/kettle-brand-krinkle-cut-sea-salt-fresh-ground-pepper-potato-chips/0008411403240?fulfillment=PICKUP,3.50
Kettle® Brand Honey Dijon Chips,Snacks,Pantry,0008411410815,https://www.kroger.com/p/kettle-brand-honey-dijon-chips/0008411410815?fulfillment=PICKUP,3.19
Angie's® BOOMCHICKAPOP Sea Salt Popcorn,Snacks,Pantry,0081878001343,https://www.kroger.com/p/angie-s-boomchickapop-sea-salt-popcorn/0081878001343?fulfillment=PICKUP,3.00
Simple Truth™ Freeze-Dried Strawberries,Snacks,Pantry,0001111090351,https://www.kroger.com/p/simple-truth-freeze-dried-strawberries/0001111090351?fulfillment=PICKUP,3.50
Sensible Portions Sea Salt Garden Veggie Wavy Chips,Snacks,Pantry,0082951530220,https://www.kroger.com/p/sensible-portions-sea-salt-garden-veggie-wavy-chips/0082951530220?fulfillment=PICKUP,2.99
Snack Factory Pretzel Crisps Garlic Parmesan Crackers,Snacks,Pantry,0004950800610,https://www.kroger.com/p/snack-factory-pretzel-crisps-garlic-parmesan-crackers/0004950800610?fulfillment=PICKUP,3.49
Siete Sea Salt Grain Free Tortilla Chips,Snacks,Pantry,0085176900700,https://www.kroger.com/p/siete-sea-salt-grain-free-tortilla-chips/0085176900700?fulfillment=PICKUP,4.99
Pirate's Booty® Gluten-Free Aged White Cheddar Rice & Corn Puffs,Snacks,Pantry,0001566577045,https://www.kroger.com/p/pirate-s-booty-gluten-free-aged-white-cheddar-rice-corn-puffs/0001566577045?fulfillment=PICKUP,6.49
Simple Truth® Sliced Almonds,Snacks,Pantry,0001111002467,https://www.kroger.com/p/simple-truth-sliced-almonds/0001111002467?fulfillment=PICKUP,6.49
Simple Truth® Sea Salt Veggie Straws,Snacks,Pantry,0001111008676,https://www.kroger.com/p/simple-truth-sea-salt-veggie-straws/0001111008676?fulfillment=PICKUP,2.79
Kettle Brand Gluten Free Bourbon BBQ Potato Chips,Snacks,Pantry,0008411490075,https://www.kroger.com/p/kettle-brand-gluten-free-bourbon-bbq-potato-chips/0008411490075?fulfillment=PICKUP,3.19
Ruffles® Simply™ Sea Salted Potato Chips,Snacks,Pantry,0002840067911,https://www.kroger.com/p/ruffles-simply-sea-salted-potato-chips/0002840067911?fulfillment=PICKUP,3.00
Simple Truth Organic™ Himalayan Salted Caramel Mini Rice Cakes,Snacks,Pantry,0001111083441,https://www.kroger.com/p/simple-truth-organic-himalayan-salted-caramel-mini-rice-cakes/0001111083441?fulfillment=PICKUP,2.00
Simple Truth Organic™ Aged White Cheddar Mini Rice Cakes,Snacks,Pantry,0001111083437,https://www.kroger.com/p/simple-truth-organic-aged-white-cheddar-mini-rice-cakes/0001111083437?fulfillment=PICKUP,2.00
Kettle Brand® Truffle & Sea Salt Krinkle Cut Potato Chips,Snacks,Pantry,0008411490169,https://www.kroger.com/p/kettle-brand-truffle-sea-salt-krinkle-cut-potato-chips/0008411490169?fulfillment=PICKUP,3.19
Blue Diamond® Nut-Thins® Original Almond Crackers,Snacks,Pantry,0004157004426,https://www.kroger.com/p/blue-diamond-nut-thins-original-almond-crackers/0004157004426?fulfillment=PICKUP,3.00
Simple Truth® Roasted & Salted Cashews,Snacks,Pantry,0001111091568,https://www.kroger.com/p/simple-truth-roasted-salted-cashews/0001111091568?fulfillment=PICKUP,1.00
Blue Diamond® Nut-Thins® Pecan Crackers,Snacks,Pantry,0004157004428,https://www.kroger.com/p/blue-diamond-nut-thins-pecan-crackers/0004157004428?fulfillment=PICKUP,3.00
Angie's BOOMCHICKAPOP Cheddar Cheese Popcorn,Snacks,Pantry,0081878001439,https://www.kroger.com/p/angie-s-boomchickapop-cheddar-cheese-popcorn/0081878001439?fulfillment=PICKUP,3.00
popchips Barbeque Popped Potato Snacks,Snacks,Pantry,0008266650090,https://www.kroger.com/p/popchips-barbeque-popped-potato-snacks/0008266650090?fulfillment=PICKUP,3.19
Simple Truth® Sea Salt Veggie Chips,Snacks,Pantry,0001111008671,https://www.kroger.com/p/simple-truth-sea-salt-veggie-chips/0001111008671?fulfillment=PICKUP,2.79
Blue Diamond® Cheddar Cheese Almond Nut-Thins Crackers,Snacks,Pantry,0004157005401,https://www.kroger.com/p/blue-diamond-cheddar-cheese-almond-nut-thins-crackers/0004157005401?fulfillment=PICKUP,3.00
Simple Truth Organic™ Creamy Ranch Mini Rice Cakes,Snacks,Pantry,0001111083443,https://www.kroger.com/p/simple-truth-organic-creamy-ranch-mini-rice-cakes/0001111083443?fulfillment=PICKUP,2.00
G.H. Cretors™ Cheese & Caramel Popcorn Mix,Snacks,Pantry,0073249400052,https://www.kroger.com/p/g-h-cretors-cheese-caramel-popcorn-mix/0073249400052?fulfillment=PICKUP,4.29
Kettle Brand Habanero Lime Krinkle Cut Potato Chips,Snacks,Pantry,0008411490166,https://www.kroger.com/p/kettle-brand-habanero-lime-krinkle-cut-potato-chips/0008411490166?fulfillment=PICKUP,3.19
GoGo SqueeZ® Apple Apple & Apple Strawberry & Apple Banana Variety Pack,Snacks,Pantry,0084886000049,https://www.kroger.com/p/gogo-squeez-apple-apple-apple-strawberry-apple-banana-variety-pack/0084886000049?fulfillment=PICKUP,7.99
Kettle Brand® Parmesan Garlic Potato Chips,Snacks,Pantry,0008411490119,https://www.kroger.com/p/kettle-brand-parmesan-garlic-potato-chips/0008411490119?fulfillment=PICKUP,3.19
Siete Lime Grain Free Tortilla Chips,Snacks,Pantry,0085176900701,https://www.kroger.com/p/siete-lime-grain-free-tortilla-chips/0085176900701?fulfillment=PICKUP,4.99
SkinnyPop Black Pepper Popcorn,Snacks,Pantry,0085025100407,https://www.kroger.com/p/skinnypop-black-pepper-popcorn/0085025100407?fulfillment=PICKUP,3.29
popchips Sea Salt Popped Potato Snack,Snacks,Pantry,0008266650080,https://www.kroger.com/p/popchips-sea-salt-popped-potato-snack/0008266650080?fulfillment=PICKUP,3.19
Simple Truth™ Freeze-Dried Strawberries & Bananas,Snacks,Pantry,0001111090360,https://www.kroger.com/p/simple-truth-freeze-dried-strawberries-bananas/0001111090360?fulfillment=PICKUP,3.50
Kettle Brand® Farmstand Ranch Potato Chips,Snacks,Pantry,0008411490117,https://www.kroger.com/p/kettle-brand-farmstand-ranch-potato-chips/0008411490117?fulfillment=PICKUP,3.19
Hippeas® Organic Vegan White Cheddar Chickpea Puffs,Snacks,Pantry,0085012600712,https://www.kroger.com/p/hippeas-organic-vegan-white-cheddar-chickpea-puffs/0085012600712?fulfillment=PICKUP,3.00
Kroger Milk Chocolate Flavored Covered Almonds,Snacks,Pantry,0001111008358,https://www.kroger.com/p/kroger-milk-chocolate-flavored-covered-almonds/0001111008358?fulfillment=PICKUP,6.99
Lundberg Organic Lightly Salted Brown Rice Cakes,Snacks,Pantry,0007341600014,https://www.kroger.com/p/lundberg-organic-lightly-salted-brown-rice-cakes/0007341600014?fulfillment=PICKUP,3.99
Annie’s Organic Cheddar Bunnies Baked Kid Snack Crackers,Snacks,Pantry,0001356230215,https://www.kroger.com/p/annie-s-organic-cheddar-bunnies-baked-kid-snack-crackers/0001356230215?fulfillment=PICKUP,2.99
Garden of Eatin' Red Hot Blues Corn Tortilla Chips,Snacks,Pantry,0001583900869,https://www.kroger.com/p/garden-of-eatin-red-hot-blues-corn-tortilla-chips/0001583900869?fulfillment=PICKUP,3.00
Simple Truth Organic® Sea Salt Roasted Seaweed Snack,Snacks,Pantry,0001111008534,https://www.kroger.com/p/simple-truth-organic-sea-salt-roasted-seaweed-snack/0001111008534?fulfillment=PICKUP,1.25
Simple Truth™ Freeze-Dried Mangoes,Snacks,Pantry,0001111090363,https://www.kroger.com/p/simple-truth-freeze-dried-mangoes/0001111090363?fulfillment=PICKUP,3.50
Kettle Brand® Pepperoncini Potato Chips,Snacks,Pantry,0008411422197,https://www.kroger.com/p/kettle-brand-pepperoncini-potato-chips/0008411422197?fulfillment=PICKUP,3.19
SkinnyPop White Cheddar & Original Flavored Popcorn Variety Multipack 14 Count,Snacks,Pantry,0081692502087,https://www.kroger.com/p/skinnypop-white-cheddar-original-flavored-popcorn-variety-multipack-14-count/0081692502087?fulfillment=PICKUP,7.49
Late July® Snacks Organic Chia & Quinoa Tortilla Chips,Snacks,Pantry,0081509902165,https://www.kroger.com/p/late-july-snacks-organic-chia-quinoa-tortilla-chips/0081509902165?fulfillment=PICKUP,3.50
Simple Truth® Sweet Potato Chips,Snacks,Pantry,0001111091250,https://www.kroger.com/p/simple-truth-sweet-potato-chips/0001111091250?fulfillment=PICKUP,3.29
Sensible Portions Garden Veggie Straws Variety Pack 12 Count,Snacks,Pantry,0082951532282,https://www.kroger.com/p/sensible-portions-garden-veggie-straws-variety-pack-12-count/0082951532282?fulfillment=PICKUP,9.99
Sensible Portions Screamin' Hot Garden Veggie Straws,Snacks,Pantry,0082951532359,https://www.kroger.com/p/sensible-portions-screamin-hot-garden-veggie-straws/0082951532359?fulfillment=PICKUP,2.99
